batch_id,p2a_overall_rank,security_id,stock_code_5d,security_name,source_url,governance_status,governance_date,governance_title,governance_summary,earnings_status,earnings_date,earnings_title,earnings_summary,catalyst_status,catalyst_date,catalyst_title,catalyst_summary
P2B_E2_RANKS_21_40_20260807,21,HKEX:03698,03698,HUISHANG BANK,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&market=SEHK&stockId=96181,EVIDENCE_PARTIAL,2026-04-14,Approval of amendments to Articles and abolishment of Board of Supervisors,Governance structure changed materially in 2026; board oversight and implementation effects require bank-specific follow-up.,EVIDENCE_COMPLETE,2026-03-06,Positive Profit Alert,Explicit issuer profit alert is direct management expectation-change evidence; no alpha score is inferred.,EVIDENCE_PARTIAL,2026-03-26,Proposed extension of A Share offering plan validity,Potential A-share offering remains a security-specific capital event; timetable dilution and capital implications require follow-up.
P2B_E2_RANKS_21_40_20260807,22,HKEX:02666,02666,UNI MEDICAL,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=126360,EVIDENCE_PARTIAL,2026-03-18,Continuing connected transactions exceeded and revised annual cap,Exceeded connected-transaction cap and subsequent CEO change are governance-relevant; pricing controls related-party exposure and remediation require deeper review.,EVIDENCE_PARTIAL,2026-03-25,Annual Results 2025,Latest official annual results provide operating evidence but do not establish a current consensus revision series.,RESEARCH_REQUIRED,2026-03-25,CEO change and annual-results cycle,Reviewed official disclosures do not yet establish a distinct unresolved forward catalyst as of the evidence date.
P2B_E2_RANKS_21_40_20260807,23,HKEX:00288,00288,WH GROUP,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&market=SEHK&stockId=105112,EVIDENCE_PARTIAL,2026-05-08,AGM poll results and director re-election,AGM and director-election disclosures establish current governance baseline; subsidiary structure and capital allocation require deeper review.,EVIDENCE_PARTIAL,2026-04-28,Unaudited Q1 2026 Results,Official Q1 results and subsidiary results provide current operating evidence but not direct consensus revision data.,RESEARCH_REQUIRED,2026-07-10,Board meeting notification,A board-meeting notice alone does not establish a sufficiently specific unresolved catalyst; subsequent result evidence must be assessed.
P2B_E2_RANKS_21_40_20260807,24,HKEX:02356,02356,DAHSING BANKING,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=7669,EVIDENCE_PARTIAL,2026-06-05,AGM poll results and change in auditor,Auditor change and AGM outcomes are governance-relevant; rationale audit transition and bank-specific control implications require follow-up.,EVIDENCE_PARTIAL,2026-03-30,2025 Final Results,Latest official annual results provide fundamental evidence but not a current consensus revision series.,RESEARCH_REQUIRED,2026-06-05,AGM and auditor change,Reviewed official disclosures do not yet establish a distinct forward earnings or strategic catalyst.
P2B_E2_RANKS_21_40_20260807,25,HKEX:09636,09636,JF SMARTINVEST,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=1000186157,EVIDENCE_PARTIAL,2026-02-09,Administrative supervisory measures received by a subsidiary,Regulatory supervisory measures are directly relevant to governance and value-trap risk; remediation scope and recurrence risk require follow-up.,EVIDENCE_COMPLETE,2026-02-09,Positive Profit Alert,Explicit issuer profit alert is direct management expectation-change evidence; no alpha score is inferred.,EVIDENCE_PARTIAL,2026-07-10,Voluntary announcement on latest business developments,Recent company-specific business update may affect the operating thesis; persistence and financial materiality require follow-up.
P2B_E2_RANKS_21_40_20260807,26,HKEX:00006,00006,POWER ASSETS,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=6,EVIDENCE_PARTIAL,2026-01-21,Resignation of INED and audit committee change,Independent-director and audit-committee changes are governance-relevant; subsequent board composition and oversight require follow-up.,EVIDENCE_PARTIAL,2026-03-18,2025 Annual Results,Official annual results provide current fundamentals but not direct consensus revision evidence.,EVIDENCE_PARTIAL,2026-05-08,Connected transaction - subscription of shares in a joint venture,Recent JV investment plus the approved UK Power Networks disposal are specific capital-allocation events; completion economics and use of proceeds require tracking.
P2B_E2_RANKS_21_40_20260807,27,HKEX:00003,00003,HK & CHINA GAS,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=3,EVIDENCE_PARTIAL,2026-03-20,Board committee change and proposed new Articles,Board committee and constitutional changes provide current governance evidence; implications for oversight remain open.,EVIDENCE_PARTIAL,2026-03-20,2025 Annual Results,Official annual results provide operating evidence but no direct consensus revision series.,RESEARCH_REQUIRED,2026-06-01,AGM poll results,Reviewed official disclosures do not yet establish a distinct unresolved forward catalyst beyond routine governance and reporting events.
P2B_E2_RANKS_21_40_20260807,28,HKEX:00762,00762,CHINA UNICOM,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=1896,EVIDENCE_PARTIAL,2026-04-28,AGM materials and proposed director re-election,AGM and director-re-election disclosures provide governance baseline; state ownership and capital-allocation review remains open.,EVIDENCE_PARTIAL,2026-04-21,Key Financial and Performance Indicators for Q1 2026,Official Q1 indicators are current operating evidence but do not constitute direct consensus revision data.,RESEARCH_REQUIRED,2026-04-21,Q1 trading update,The routine Q1 update alone does not establish a distinct unresolved forward catalyst.
P2B_E2_RANKS_21_40_20260807,29,HKEX:03968,03968,CM BANK,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=12208,EVIDENCE_PARTIAL,2026-04-28,Resignation of independent non-executive director,Independent-director resignation and committee changes are governance-relevant; board succession and bank-specific oversight require follow-up.,EVIDENCE_PARTIAL,2026-04-28,First Quarterly Report of 2026,Official Q1 report provides current fundamentals but not direct consensus revision evidence.,RESEARCH_REQUIRED,2026-04-28,Q1 results and board change,Reviewed filings do not establish a distinct unresolved forward catalyst separate from routine reporting and governance changes.
P2B_E2_RANKS_21_40_20260807,30,HKEX:06127,06127,JOINN,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=1000080570,EVIDENCE_PARTIAL,2026-06-04,AGM class meetings director appointment and Articles amendments,Director appointment constitutional changes and earlier connected-service frameworks are governance-relevant; related-party economics require deeper review.,EVIDENCE_COMPLETE,2026-01-20,Profit Warning on change in annual results for 2025,Explicit issuer profit warning is direct management expectation-change evidence; no alpha score is inferred.,RESEARCH_REQUIRED,2026-06-04,AGM and governance changes,Reviewed current filings do not yet establish a distinct unresolved forward operating catalyst.
P2B_E2_RANKS_21_40_20260807,31,HKEX:06181,06181,LAOPU GOLD,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&market=SEHK&stockId=1000226406,EVIDENCE_PARTIAL,2026-05-20,Increase in shareholding by controlling shareholder,Controlling-shareholder purchase and AGM governance disclosures are relevant to ownership and alignment; concentration and related-party review remains open.,EVIDENCE_COMPLETE,2026-07-27,Positive Profit Alert,Recent explicit profit alert is direct management expectation-change evidence for the current reporting cycle; no alpha score is inferred.,EVIDENCE_PARTIAL,2026-07-27,Positive Profit Alert,Recent profit alert creates a dated near-term results catalyst; magnitude sustainability and valuation impact require synthesis.
P2B_E2_RANKS_21_40_20260807,32,HKEX:00019,00019,SWIRE PACIFIC A,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=30,EVIDENCE_PARTIAL,2026-05-14,AGM poll results and director roles,AGM and board disclosures provide governance baseline; conglomerate capital-allocation and cross-holding analysis remains open.,EVIDENCE_PARTIAL,2026-05-08,Swire Properties Q1 2026 operating statement,Subsidiary operating update provides expectation-relevant evidence for a major business but not a consolidated consensus revision series.,EVIDENCE_PARTIAL,2026-06-09,Exchangeable bonds by subsidiary into Cathay Pacific shares,Specific financing and portfolio event may change Cathay exposure and capital allocation; economics and completion effects require follow-up.
P2B_E2_RANKS_21_40_20260807,33,HKEX:00023,00023,BANK OF E ASIA,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=34,EVIDENCE_PARTIAL,2026-02-26,Continuing connected loan transactions and 2026 staff option scheme,Connected loan framework and incentive scheme are governance-relevant for a bank; pricing limits alignment and related-party controls require deeper review.,EVIDENCE_PARTIAL,2026-02-13,2025 Final Results,Official final results provide fundamental evidence but not direct current consensus revision data.,EVIDENCE_PARTIAL,2026-07-20,Date of Board Meeting,Recent board-meeting notice signals the interim-results cycle; the actual results and surprise magnitude must be captured before catalyst synthesis.
P2B_E2_RANKS_21_40_20260807,34,HKEX:02319,02319,MENGNIU DAIRY,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=7578,EVIDENCE_PARTIAL,2026-03-31,Grant of restricted shares and AGM governance cycle,Restricted-share awards and AGM disclosures are relevant to incentives dilution and governance; detailed terms require follow-up.,EVIDENCE_PARTIAL,2026-03-06,Business update on FY2025 net profit,Issuer operating update provides expectation-relevant evidence but concerns the completed FY2025 period and is not a current consensus-revision series.,EVIDENCE_PARTIAL,2026-05-27,Ongoing share buybacks,Repeated buybacks are a security-specific capital-return signal; pace duration and valuation discipline require follow-up.
P2B_E2_RANKS_21_40_20260807,35,HKEX:00008,00008,PCCW,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=10,EVIDENCE_PARTIAL,2026-05-05,Grant of share awards,Share awards plus continuing connected transactions with FWD are governance and incentive evidence; dilution and related-party economics require deeper review.,EVIDENCE_PARTIAL,2026-02-10,2025 Annual Results,Official annual results provide current fundamental evidence but not direct consensus revision data.,EVIDENCE_PARTIAL,2026-02-09,Offer received for further investment in subsidiary,Potential further investment in a subsidiary is a security-specific corporate event; transaction status valuation and proceeds require follow-up.
